sourceName,sourceVersion,device,type,unit,creationDate,startDate,endDate,value
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1083e30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-06 23:02:35 -0800,2016-11-06 22:00:00 -0800,2016-11-06 23:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1083c00>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-06 23:30:39 -0800,2016-11-06 23:00:00 -0800,2016-11-07 00:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1084150>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 01:01:57 -0800,2016-11-07 00:00:00 -0800,2016-11-07 01:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1083ca0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 02:00:58 -0800,2016-11-07 01:00:00 -0800,2016-11-07 02:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c10840b0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 02:41:15 -0800,2016-11-07 02:00:00 -0800,2016-11-07 03:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1083de0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 12:20:30 -0800,2016-11-07 10:00:00 -0800,2016-11-07 11:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1083e80>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 12:20:30 -0800,2016-11-07 11:00:00 -0800,2016-11-07 12:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c10841f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 12:20:30 -0800,2016-11-07 12:00:00 -0800,2016-11-07 13:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1084290>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 13:16:42 -0800,2016-11-07 13:00:00 -0800,2016-11-07 14:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1084470>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 14:26:12 -0800,2016-11-07 14:00:00 -0800,2016-11-07 15:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1084790>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 15:25:01 -0800,2016-11-07 15:00:00 -0800,2016-11-07 16:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c10848d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 16:01:03 -0800,2016-11-07 16:00:00 -0800,2016-11-07 17:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c1084970>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 17:13:53 -0800,2016-11-07 17:00:00 -0800,2016-11-07 18:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e922a0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 18:06:35 -0800,2016-11-07 18:00:00 -0800,2016-11-07 19:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e92390>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 19:54:15 -0800,2016-11-07 19:00:00 -0800,2016-11-07 20:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e924d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 20:00:49 -0800,2016-11-07 20:00:00 -0800,2016-11-07 21:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e92610>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 21:20:34 -0800,2016-11-07 21:00:00 -0800,2016-11-07 22:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e92480>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-07 22:26:28 -0800,2016-11-07 22:00:00 -0800,2016-11-07 23:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91fd0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 00:04:24 -0800,2016-11-07 23:00:00 -0800,2016-11-08 00:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91df0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 00:51:22 -0800,2016-11-08 00:00:00 -0800,2016-11-08 01:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91c60>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 02:01:03 -0800,2016-11-08 01:00:00 -0800,2016-11-08 02:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91e40>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 02:54:46 -0800,2016-11-08 02:00:00 -0800,2016-11-08 03:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91cb0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 03:02:15 -0800,2016-11-08 03:00:00 -0800,2016-11-08 04:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e919e0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 13:25:22 -0800,2016-11-08 13:00:00 -0800,2016-11-08 14:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91940>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 15:02:17 -0800,2016-11-08 14:00:00 -0800,2016-11-08 15:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e918a0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 15:15:37 -0800,2016-11-08 15:00:00 -0800,2016-11-08 16:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91800>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 17:05:23 -0800,2016-11-08 16:00:00 -0800,2016-11-08 17:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91670>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 17:22:06 -0800,2016-11-08 17:00:00 -0800,2016-11-08 18:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e915d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 18:48:35 -0800,2016-11-08 18:00:00 -0800,2016-11-08 19:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90fe0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 19:00:52 -0800,2016-11-08 19:00:00 -0800,2016-11-08 20:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90f40>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 20:01:06 -0800,2016-11-08 20:00:00 -0800,2016-11-08 21:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e913f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 21:01:51 -0800,2016-11-08 21:00:00 -0800,2016-11-08 22:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91080>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-08 22:00:25 -0800,2016-11-08 22:00:00 -0800,2016-11-08 23:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e91580>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 00:00:10 -0800,2016-11-08 23:00:00 -0800,2016-11-09 00:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90d60>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 00:21:46 -0800,2016-11-09 00:00:00 -0800,2016-11-09 01:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90ea0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 01:01:22 -0800,2016-11-09 01:00:00 -0800,2016-11-09 02:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90ef0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 03:01:04 -0800,2016-11-09 02:00:00 -0800,2016-11-09 03:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90b80>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 04:00:00 -0800,2016-11-09 03:00:00 -0800,2016-11-09 04:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90c70>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 05:00:02 -0800,2016-11-09 04:00:00 -0800,2016-11-09 05:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90bd0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 06:01:00 -0800,2016-11-09 05:00:00 -0800,2016-11-09 06:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4486810>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 07:06:02 -0800,2016-11-09 06:00:00 -0800,2016-11-09 07:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e909f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 08:00:01 -0800,2016-11-09 07:00:00 -0800,2016-11-09 08:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4e90590>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 09:00:40 -0800,2016-11-09 08:00:00 -0800,2016-11-09 09:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4486ae0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 10:03:07 -0800,2016-11-09 09:00:00 -0800,2016-11-09 10:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c44869f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 10:39:15 -0800,2016-11-09 10:00:00 -0800,2016-11-09 11:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4880370>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 11:00:22 -0800,2016-11-09 11:00:00 -0800,2016-11-09 12:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4c81a90>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 13:01:55 -0800,2016-11-09 12:00:00 -0800,2016-11-09 13:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4c81a40>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 13:17:05 -0800,2016-11-09 13:00:00 -0800,2016-11-09 14:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a9cfc0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 14:04:27 -0800,2016-11-09 14:00:00 -0800,2016-11-09 15:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a895b0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 16:00:01 -0800,2016-11-09 15:00:00 -0800,2016-11-09 16:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a980b0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 16:34:11 -0800,2016-11-09 16:00:00 -0800,2016-11-09 17:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a9ce30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 17:56:08 -0800,2016-11-09 17:00:00 -0800,2016-11-09 18:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a9d010>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 18:05:53 -0800,2016-11-09 18:00:00 -0800,2016-11-09 19:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a9a040>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 19:28:32 -0800,2016-11-09 19:00:00 -0800,2016-11-09 20:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a9d560>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 20:00:54 -0800,2016-11-09 20:00:00 -0800,2016-11-09 21:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a988d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 22:00:15 -0800,2016-11-09 21:00:00 -0800,2016-11-09 22:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4488a20>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-09 22:01:06 -0800,2016-11-09 22:00:00 -0800,2016-11-09 23:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a982e0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 13:59:58 -0800,2016-11-10 13:00:00 -0800,2016-11-10 14:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4694870>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 15:44:34 -0800,2016-11-10 15:00:00 -0800,2016-11-10 16:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a93fb0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 17:00:39 -0800,2016-11-10 16:00:00 -0800,2016-11-10 17:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a945a0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 17:02:37 -0800,2016-11-10 17:00:00 -0800,2016-11-10 18:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a94190>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 18:16:18 -0800,2016-11-10 18:00:00 -0800,2016-11-10 19:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a94230>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 19:03:14 -0800,2016-11-10 19:00:00 -0800,2016-11-10 20:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a948c0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 20:24:22 -0800,2016-11-10 20:00:00 -0800,2016-11-10 21:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a94960>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 21:01:12 -0800,2016-11-10 21:00:00 -0800,2016-11-10 22:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a94a00>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 22:00:25 -0800,2016-11-10 22:00:00 -0800,2016-11-10 23:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a945f0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-10 23:03:08 -0800,2016-11-10 23:00:00 -0800,2016-11-11 00:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a94b40>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-11 00:07:23 -0800,2016-11-11 00:00:00 -0800,2016-11-11 01:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a947d0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-11 01:08:51 -0800,2016-11-11 01:00:00 -0800,2016-11-11 02:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a94c80>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-11 02:01:15 -0800,2016-11-11 02:00:00 -0800,2016-11-11 03:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a94c30>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-11 03:09:00 -0800,2016-11-11 03:00:00 -0800,2016-11-11 04:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a94cd0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-11 04:06:34 -0800,2016-11-11 04:00:00 -0800,2016-11-11 05:00:00 -0800,HKCategoryValueAppleStandHourStood
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a952c0>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-11 06:01:00 -0800,2016-11-11 05:00:00 -0800,2016-11-11 06:00:00 -0800,HKCategoryValueAppleStandHourIdle
"Aditya’s Apple Watch","3.1","<<HKDevice: 0x1c4a95360>, name:Apple Watch, manufacturer:Apple, model:Watch, hardware:Watch1,2, software:3.1>","AppleStandHour",,2016-11-11 07:00:24 -0800,2016-11-11 06:00:00 -0800,2016-11-11 07:00:00 -0800,HKCategoryValueAppleStandHourIdle
